# Nmap 7.70 scan initiated Fri Aug 16 16:41:42 2019 as: nmap -sP -vv -o seg.log 4.4.*.100-101
Nmap scan report for 4.4.249.101 [host down, received no-response]
Nmap scan report for 4.4.250.100 [host down, received no-response]
Nmap scan report for 4.4.250.101 [host down, received no-response]
Nmap scan report for 4.4.251.100 [host down, received no-response]
Nmap scan report for 4.4.251.101 [host down, received no-response]
Nmap scan report for 4.4.252.100 [host down, received no-response]
Nmap scan report for 4.4.252.101 [host down, received no-response]
Nmap scan report for 4.4.253.100 [host down, received no-response]
Nmap scan report for 4.4.253.101 [host down, received no-response]
Nmap scan report for 4.4.254.100 [host down, received no-response]
Nmap scan report for 4.4.254.101 [host down, received no-response]
Nmap scan report for 4.4.255.100 [host down, received no-response]
Nmap scan report for 4.4.255.101 [host down, received no-response]
Read data files from: /usr/bin/../share/nmap
# Nmap done at Fri Aug 16 16:48:32 2019 -- 512 IP addresses (0 hosts up) scanned in 410.57 seconds
